Th,Ph,E,NrHits,NrBumps,E1,E1E9,E9E25,Z20,Z53,LatMom
23.288,141.754,1.21356,7,1,0.855046,0.710168,0.992124,0.970761,0.00106184,0.243515
10.3968,6.29661,0.586772,2,1,0.411481,0.701263,1,0.951723,0.0120887,0
110.775,104.91,1.6702,31,3,0.528867,0.490092,0.818315,0.8257,0.0580154,0.886569
46.2275,-112.504,0.59532,15,1,0.233199,0.449491,0.969529,0.843998,0.018467,0.964875
31.9163,-26.349,0.531231,14,1,0.253594,0.597623,0.901335,0.845521,0.0261452,0.827714
92.7847,-113.16,1.12505,14,1,0.362286,0.45261,0.811872,0.887889,0.0267599,0.835202
34.7467,-105.042,0.437072,7,1,0.266418,0.677159,0.981256,0.8982,0.02381,0.692901
118.153,165.754,0.804259,21,1,0.281185,0.425026,0.954017,0.804534,0.0316539,0.976262
25.4963,71.4223,0.956824,14,1,0.615624,0.707087,0.988117,0.908483,0.00784818,0.802329
17.5896,-123.657,0.170062,8,1,0.106636,0.819844,1,0.878572,0.0300067,0.651643
155.858,81.0438,1.23795,26,1,0.715097,0.707024,0.909482,0.86102,0.0225008,0.970827
69.5483,-132.757,1.55115,32,1,0.255229,0.29698,0.641014,0.79631,0.00572785,0.96083
92.124,161.153,0.476083,19,1,0.167111,0.460915,0.87358,0.803068,0.0139593,0.983253
157.538,55.1986,0.8223,33,1,0.346104,0.704385,0.81258,0.705809,0.0317778,0.990969
162.145,-145.705,0.085454,6,1,0.0453568,0.764163,1,0.680766,0.0374534,0.967878
161.661,178.534,0.514466,13,1,0.145948,0.338678,0.950232,0.762447,0.0442686,0.984499
48.9827,137.465,0.905368,17,1,0.623587,0.765889,0.960913,0.552292,0.230672,0.995736
103.308,51.917,1.18107,52,1,0.433316,0.656844,0.82338,0.630414,0.013141,0.995403
34.7059,-168.357,0.222273,8,1,0.107593,0.617253,0.842955,0.783375,0.00561894,0.987596
47.5247,71.3975,0.421221,6,1,0.180585,0.472587,1,0.943597,0.0112515,0.480725
95.8514,-56.0056,0.920668,7,1,0.411776,0.449635,0.994712,0.977464,0.00416036,0.202786
69.0982,28.2802,0.210776,10,1,0.0546694,0.374287,1,0.428926,0.176643,0.99614
94.3933,-47.4109,1.01301,10,1,0.601148,0.673098,0.916292,0.746509,0.0793973,0.995586
133.409,113.29,1.23437,22,1,0.581723,0.578207,0.8581,0.929389,0.0157309,0.835428
109.6,-117.74,0.310767,4,1,0.248427,0.866094,0.922996,0.982875,0.00427085,0.1822
68.2498,178.899,1.0825,23,2,0.576701,0.799794,0.832108,0.576527,0.136956,0.995075
21.9491,-68.0852,0.789656,10,1,0.548423,0.742817,1,0.907067,0.00866493,0.760743
32.9087,145.015,0.614574,21,1,0.298247,0.629097,0.860852,0.251856,0.328005,0.996724
158.044,37.6391,1.09053,31,1,0.288855,0.45063,0.729255,0.771061,0.0303805,0.99243
16.7267,149.711,1.33519,23,1,0.456927,0.437772,0.830355,0.890505,0.00231754,0.889975
138.891,99.7656,0.419451,9,1,0.206104,0.666885,0.772712,0.938409,0.0172106,0.486498
60.8707,120.043,1.05015,17,1,0.61881,0.635879,0.981694,0.924368,0.00499762,0.684282
100.962,164.448,0.089582,4,1,0.0655235,0.89563,1,0.951973,0.0189245,0.359156
106.139,-57.0469,0.393686,4,1,0.306951,0.801926,0.972267,0.975616,0.00745734,0.117674
109.741,-30.5693,1.21778,15,1,0.799432,0.761525,0.923175,0.90013,0.0166848,0.753639
111.457,25.1175,0.769394,25,2,0.261367,0.620215,0.72147,0.729094,0.0326701,0.995269
40.0209,52.71,1.0268,18,1,0.402446,0.488572,0.833104,0.921874,0.0127062,0.7034
157.871,46.0531,0.258704,8,1,0.197741,0.941458,1,0.722436,0.0220147,0.984908
105.753,-150.701,0.192359,3,1,0.154876,0.839303,1,0.956544,0.020905,0.403038
6.34716,-28.836,2.29473,30,4,0.561228,0.59232,0.520558,0.493255,0.0550072,0.960999
72.5523,-114.434,0.840498,8,1,0.421365,0.518047,0.977959,0.959449,0.00761777,0.461549
54.0574,101.949,0.903997,17,1,0.486838,0.601617,0.946284,0.928027,0.0117854,0.79397
11.6342,156.344,0.935734,22,2,0.299222,0.486121,0.795589,0.852953,0.0218173,0.852761
14.1392,-52.4383,1.74408,30,1,0.85404,0.654255,0.838501,0.844382,0.0347148,0.920078
152.357,-113.717,0.920134,22,1,0.303789,0.623768,0.628175,0.864742,0.0129055,0.891329
65.0532,155.883,0.578383,4,1,0.540147,0.987196,1,0.965366,0.00274021,0.0937701
104.074,-107.654,0.523847,8,1,0.274293,0.603341,0.880522,0.951496,0.0175508,0.454906
119.029,-89.1148,1.65352,33,1,0.46863,0.379105,0.817399,0.881424,0.00964764,0.93343
40.0813,-143.249,0.50544,9,1,0.383251,0.825593,1,0.87941,0.00570122,0.920615
29.6929,115.561,0.327824,8,1,0.225373,0.750591,0.984679,0.959221,0.00961949,0.436032
157.846,-178.251,1.60098,24,2,0.446704,0.45058,0.798116,0.79656,0.0464653,0.982599
127.528,81.843,0.755912,19,1,0.217664,0.456644,0.762396,0.841586,0.0162332,0.911269
93.9751,47.0242,1.17828,19,1,0.670545,0.701859,0.917828,0.873023,0.00796046,0.972771
176.857,31.6627,0.141752,7,1,0.0646473,1,1,0,0,0.998901
152.604,-46.2203,0.568893,10,1,0.226047,0.479052,0.897941,0.898574,0.00505314,0.955721
76.551,173.775,2.3538,23,1,1.21175,0.579262,0.924369,0.937997,0.0137483,0.627247
161.109,16.0113,0.735775,17,1,0.432373,0.721613,0.955477,0.759427,0.0591868,0.99561
34.8495,-95.964,0.889098,16,1,0.337702,0.445295,0.869506,0.942615,0.00529827,0.662004
135.781,109.552,0.472972,6,1,0.364108,0.791424,1,0.980656,0.00643858,0.212215
101.933,163.98,1.03832,13,1,0.307056,0.377255,0.853703,0.910231,0.0360919,0.718333
134.47,-38.4748,1.17362,15,1,0.588202,0.643604,0.892108,0.871526,0.0367668,0.768259
6.21694,-48.5236,0.235595,7,1,0.150577,0.708158,1,0.823802,0.03077,0.964972
70.7857,-78.0719,0.532369,22,1,0.229186,0.624809,0.901882,0.301369,0.0544616,0.99449
100.581,81.1266,0.10296,5,1,0.0660369,0.785594,1,0.830867,0.0631269,0.618006
23.1525,-17.1679,0.840059,11,1,0.512333,0.684574,0.95373,0.81189,0.0544953,0.985602
32.9279,-15.2389,0.876047,16,1,0.371527,0.70715,0.934823,0.747713,0.0869379,0.970674
123.616,-68.6059,0.289636,17,1,0.0785831,0.517282,0.962092,0.626451,0.0698973,0.960943
128.788,-49.0508,0.70242,12,1,0.548509,0.856176,0.96839,0.944763,0.0158676,0.829369
126.278,-163.461,0.761039,12,1,0.329196,0.469207,0.980891,0.896933,0.0122287,0.970776
24.1007,33.0707,1.01914,9,1,0.548573,0.558475,0.969777,0.965997,0.00569922,0.403071
62.1393,-26.2871,1.67125,28,1,0.834881,0.621667,0.855687,0.902101,0.0124664,0.893819
58.6574,-106.372,0.138512,8,1,0.0548286,0.664521,0.618384,0.937225,0.0046411,0.412853
133.867,82.0382,0.243488,11,1,0.0860263,0.649579,0.777283,0.46748,0.102786,0.99028
85.7412,104.419,0.256135,8,1,0.129642,0.609108,0.97249,0.632446,0.119393,0.987704
152.44,87.9094,0.243071,2,1,0.159411,0.655822,1,0.991412,0.000728623,0
17.2237,-73.197,0.678048,24,2,0.284334,0.672332,0.824135,0.576797,0.118512,0.996253
82.5493,149.643,0.817928,14,1,0.488152,0.690604,0.911198,0.935983,0.0085998,0.562489
131.377,-130.287,0.367201,7,1,0.145263,0.429157,0.921799,0.966533,0.00455841,0.348205
112.006,106.457,0.672303,9,1,0.551827,0.897706,0.987548,0.885842,0.0193335,0.744461
7.06204,6.48373,1.21821,19,1,0.467615,0.832079,0.916092,0.531494,0.0201526,0.971225
104.701,-76.9965,0.323147,4,1,0.142478,0.454846,1,0.958425,0.0106295,0.367491
56.0536,-0.731457,0.4689,10,1,0.279972,0.716647,0.924861,0.950753,0.0103793,0.507829
107.442,85.5948,0.14066,4,1,0.0777092,0.55246,1,0.977361,0.00373833,0.213483
131.856,77.8139,0.556624,12,1,0.296399,0.72137,0.844355,0.861841,0.00969201,0.945369
75.3669,133.379,1.98398,38,1,0.55914,0.384475,0.855232,0.792316,0.0177382,0.98281
124.835,70.7627,0.375466,11,1,0.149706,0.469222,0.938678,0.833766,0.0224763,0.981978
110.936,3.43221,0.217597,5,1,0.103205,0.557519,1,0.532427,0.185677,0.980854
27.3579,59.6479,0.39161,12,1,0.213936,0.668572,0.920289,0.840215,0.0063148,0.982183
8.18407,-86.0995,1.87207,18,2,1.18025,0.677811,0.966643,0.958803,0.0109339,0.44444
10.915,22.3833,1.05115,11,1,0.371481,0.402575,0.909239,0.923889,0.009173,0.712095
107.37,-149.37,0.250725,8,1,0.132796,0.67281,0.84267,0.91331,0.00388159,0.662108
87.3122,141.514,1.56436,28,3,0.76075,0.752831,0.789907,0.835704,0.0345627,0.835988
159.488,-22.5206,0.925479,14,1,0.566022,0.879716,0.732049,0.919912,0.0226319,0.530608
131.446,99.6567,0.524066,9,1,0.278555,0.57399,1,0.878441,0.0120565,0.95244
53.3401,-24.6296,0.732446,15,1,0.184824,0.307776,0.891207,0.68527,0.105529,0.996649
49.0174,110.308,1.57827,26,1,0.466077,0.455898,0.704379,0.881807,0.0161257,0.85894
55.6015,65.5985,1.08261,15,1,0.633846,0.623996,0.97022,0.943723,0.0027913,0.927056
55.287,170.193,0.425454,3,1,0.379308,0.90184,1,0.991505,0.00364462,0.0763216
81.1393,-162.737,0.145896,5,1,0.0694322,0.669342,0.803949,0.640729,0.0763773,0.984305
102.238,-116.164,0.0610436,4,1,0.0342168,0.773442,1,0.907605,0.0457315,0.555975
137.562,-173.056,1.09706,16,1,0.48451,0.599843,0.755155,0.927467,0.00995512,0.920505
13.521,106.204,0.398642,8,1,0.301459,0.850454,0.983889,0.907745,0.0216374,0.920346
102.725,-65.7178,0.402629,8,1,0.250777,0.668401,0.968964,0.959191,0.0125786,0.443827
13.8085,-167.116,1.32235,20,2,0.381865,0.351744,0.85545,0.897407,0.00534759,0.754376
114.571,62.016,0.834398,20,1,0.348642,0.53831,0.896755,0.852952,0.0207469,0.962431
127.047,-176.197,0.258109,19,1,0.0629943,0.458797,0.852082,0.570722,0.0176426,0.998021
62.2939,-25.0433,0.997833,25,1,0.265495,0.454303,0.848124,0.765602,0.0520244,0.922103
63.2638,109.092,0.246622,15,2,0.0738225,0.538165,0.637384,0.821406,0.0210604,0.949402
16.8495,-123.728,0.719027,15,1,0.360171,0.560381,0.956977,0.911586,0.0255565,0.735215
92.9704,-141.683,1.19507,22,1,0.35325,0.442538,0.761127,0.84718,0.0278531,0.951987
156.462,169.114,0.080791,8,1,0.0210684,1,1,0.463439,0.0478125,0.991399
66.7496,-62.4084,0.75957,11,2,0.308845,0.636467,0.69188,0.945407,0.00626556,0.389235
73.2202,-54.668,1.60708,23,2,0.642862,0.541545,0.80535,0.880345,0.0120348,0.807201
61.8517,21.2281,1.75142,19,1,1.02378,0.636775,0.966641,0.909153,0.0130555,0.986715
111.006,-168.431,0.875355,14,1,0.339563,0.440908,1,0.784349,0.0119837,0.978956
158.509,163.284,1.27906,38,2,0.321533,0.480587,0.725913,0.625917,0.0144116,0.99104
31.1293,119.439,0.79215,9,1,0.562697,0.800678,0.965428,0.940645,0.0163521,0.748375
66.5939,-32.8543,0.283937,1,1,0.283937,1,1,1,1.85451e-47,0
131.308,-78.9662,0.634209,8,1,0.292763,0.503611,0.931156,0.958722,0.00521705,0.415662
1.77702,-88.3641,0.528771,4,1,0.349414,0.695752,1,0.888716,0.0157205,0.539529
56.878,-83.9836,0.886251,19,2,0.39038,0.596176,0.873468,0.704616,0.0725126,0.992119
151.894,16.9909,0.591887,15,1,0.175137,0.383756,0.827352,0.87319,0.00113828,0.9662
59.9542,119.502,0.453341,10,1,0.269396,0.701174,1,0.823795,0.0079653,0.788074
86.9762,137.775,0.226545,8,1,0.117488,0.623132,0.868482,0.865161,0.00268803,0.968647
23.9586,35.8665,0.481839,8,1,0.301814,0.669553,0.959901,0.937767,0.00419326,0.938907
152.544,52.126,0.175169,7,1,0.0601927,0.385662,0.922883,0.909718,0.0151322,0.929857
150.621,36.3495,0.740794,13,1,0.290781,0.443647,0.934813,0.914979,0.00963032,0.681872
118.633,-155.818,1.4465,26,1,0.463828,0.365208,0.926069,0.921624,0.00559431,0.728816
73.7559,81.8738,1.81053,27,1,0.606599,0.43054,0.898752,0.874416,0.0194699,0.893226
5.25282,23.732,0.184603,5,1,0.133919,0.907997,1,0.642513,0.0290283,0.929269
48.153,112.836,1.80716,14,1,1.25021,0.732477,0.948614,0.976125,0.00642682,0.308317
50.0584,60.859,0.513121,10,1,0.226153,0.597296,0.789066,0.896949,0.0259347,0.709659
148.998,105.392,0.199165,6,1,0.155272,1,1,0.67366,0.0505479,0.949735
100.16,159.019,0.318281,12,1,0.103496,0.387388,0.930399,0.893183,0.0168806,0.781077
130.463,-74.3341,0.778206,14,1,0.421362,0.736937,0.801094,0.890862,0.00914977,0.940076
115.113,157.599,0.291923,7,1,0.122077,0.434816,1,0.906906,0.00670204,0.709282
15.4415,158.722,1.37503,17,1,0.77762,0.624896,0.947887,0.924506,0.00478167,0.903764
41.0252,-21.0224,0.380804,8,1,0.138016,0.483993,0.780486,0.948418,0.0120583,0.509536
57.2112,-164.066,0.210978,12,1,0.0663772,0.661037,0.717525,0.808592,0.0170094,0.872782
58.7285,76.4155,0.412711,10,1,0.286717,0.863871,0.902248,0.89449,0.00422077,0.694953
12.7451,-131.697,0.68149,12,1,0.506847,0.844256,0.934047,0.931181,0.0079238,0.578264
85.2141,119.107,1.26881,25,1,0.40533,0.402358,0.849655,0.899047,0.00362418,0.750929
47.3403,44.3544,0.269197,12,1,0.0995885,0.508359,0.885713,0.720259,0.0839564,0.977084
87.396,-63.6976,0.883122,20,2,0.198229,0.385218,0.872888,0.787706,0.0477275,0.979439
126.204,176.635,1.89748,34,3,0.730252,0.627421,0.669954,0.873874,0.005855,0.819304
150.691,53.1775,0.491953,11,1,0.248039,0.558455,0.963798,0.918941,0.015124,0.733026
124.341,92.5153,0.71824,11,2,0.212941,0.374788,0.940601,0.873534,0.04493,0.844797
46.3049,-112.157,0.206619,5,1,0.123892,0.747825,1,0.698641,0.0771429,0.977102
71.1178,142.777,0.487402,8,1,0.339712,0.731699,0.965522,0.975991,0.00691755,0.301328
149.91,-25.3652,0.766034,18,1,0.37589,0.571552,0.965091,0.825367,0.00261345,0.953487
69.3656,18.2448,0.797043,13,1,0.304975,0.481271,0.857983,0.894555,0.016638,0.920629
65.3299,18.3356,1.64515,20,1,0.746243,0.533392,0.87501,0.947514,0.00462087,0.64881
31.8268,105.852,1.17408,17,1,0.546973,0.585508,0.921662,0.860033,0.062264,0.772935
36.0055,-175.958,1.39663,15,1,0.692905,0.52594,0.958068,0.972073,0.00448141,0.272263
15.0898,106.274,1.55247,23,1,0.315425,0.407824,0.755819,0.5519,0.0314786,0.961627
5.50431,160.101,0.866671,6,1,0.46518,0.860549,0.660607,0.863856,0.043871,0.660894
12.4316,-88.4226,0.265626,5,1,0.138798,0.572872,1,0.960483,0.00408367,0.356752
154.243,15.2112,0.17217,9,1,0.0864377,0.571675,0.963389,0.820981,0.0151722,0.960527
78.6777,77.8294,0.778227,16,1,0.483238,0.759565,0.95139,0.791425,0.00455359,0.97678
68.0828,-45.0002,0.339845,13,1,0.160928,0.69514,0.80086,0.838646,0.0403021,0.980426
62.1739,-23.8297,0.222735,6,1,0.130371,0.635159,0.92153,0.967732,0.00615066,0.359384
81.6714,-70.5204,1.12859,20,1,0.434479,0.573121,0.854929,0.847353,0.0111908,0.959301
8.282,5.74521,0.912991,14,1,0.230767,0.548089,0.787552,0.585961,0.00285566,0.931087
6.19758,-162.383,1.6046,18,1,0.866402,0.88148,0.725062,0.653514,0.0233258,0.962362
103.545,-15.8642,0.778482,5,1,0.657703,0.850545,1,0.985713,0.00138781,0.799434
47.2629,-28.9844,0.0406654,4,1,0.0131619,1,1,0.81362,0.0278267,0.561105
57.1541,-24.0209,0.394818,3,1,0.377042,0.954977,1,0.997606,0.000272692,0.0216132
98.4953,-66.9789,1.00514,22,1,0.394434,0.544502,0.807487,0.842585,0.0271093,0.969619
81.779,-116.024,0.592297,10,1,0.17041,0.310622,0.946547,0.940742,0.00826909,0.629842
54.9016,138.766,0.668031,14,1,0.544145,0.954991,1,0.835459,0.0146638,0.985881
87.9743,-37.8197,1.01427,30,2,0.222168,0.500969,0.598396,0.726451,0.0511379,0.989374
114.403,127.762,0.75902,12,1,0.232002,0.538156,0.798296,0.886291,0.0302082,0.905173
19.5214,153.528,0.884062,30,1,0.273448,0.450812,0.858095,0.12724,0.262926,0.998091
129.368,179.251,0.669324,16,1,0.35194,0.607297,0.948221,0.908664,0.0138761,0.673514
131.562,-147.519,0.636603,14,1,0.375786,0.75,0.860642,0.882185,0.0245783,0.940256
123.975,-58.5314,0.443679,12,1,0.308259,0.882535,1,0.0786708,0.400595,0.988195
34.2884,-18.8472,0.318639,16,1,0.122221,0.549017,0.885843,0.321127,0.111978,0.997069
71.0767,-14.9043,1.45682,25,1,0.382244,0.409928,0.78789,0.749908,0.0163725,0.924903
128.21,11.8184,1.36515,14,1,0.601796,0.480647,0.923572,0.96165,0.000927444,0.42851
17.2113,-127.309,1.01796,14,1,0.420054,0.465823,0.924643,0.937175,0.00861939,0.699343
29.0795,101.235,0.724035,16,1,0.262228,0.49723,0.797407,0.883909,0.0154724,0.796122
88.0167,17.1625,0.208916,15,1,0.0620928,0.789819,1,0.120836,0.16033,0.992072
120.985,-31.5322,0.156153,10,1,0.0609947,0.713866,1,0,0,0.99925
106.055,68.1393,0.196346,11,1,0.081601,0.784305,0.929842,0.251646,0.175894,0.995297
110.872,146.405,0.958014,17,1,0.67153,0.929259,0.942568,0.754538,0.0353776,0.952361
80.288,-76.4518,0.121372,3,1,0.0484192,0.398931,1,0.979117,0.00302484,0.0698457
140.25,11.6305,0.257717,8,1,0.117314,0.541424,1,0.858121,0.0250328,0.956042
99.6742,4.1101,0.287128,16,1,0.0787921,0.49812,0.889398,0.242696,0.230262,0.997395
103.202,32.0482,0.119671,1,1,0.119671,1,1,1,1.7245e-47,0
31.6483,-5.09061,0.341795,4,1,0.205132,0.684267,0.877084,0.975754,0.00463658,0.227347
135.215,99.4733,1.99491,26,1,0.827159,0.499704,0.934278,0.862142,0.0240954,0.946168
91.1939,-47.9762,0.567214,8,1,0.32551,0.636183,0.947629,0.907488,0.00234994,0.902597
7.64628,-157.457,0.14616,7,1,0.0747526,0.798943,1,0.214436,0.188927,0.95666
51.9255,48.0234,0.440323,4,1,0.413736,0.961052,1,0.990109,0.00476496,0.141386
8.13363,125.772,1.55094,32,1,0.644818,0.563364,0.844617,0.786076,0.0309928,0.984126
67.9092,-72.8034,0.328493,20,2,0.0852671,0.537836,0.674745,0.605757,0.054283,0.987675
35.169,167.103,0.551649,6,1,0.196938,0.627732,0.568711,0.943863,0.00839841,0.282048
125.404,126.237,0.116448,7,1,0.0446705,0.497062,0.836888,0.927193,0.0109967,0.578263
1.13153,135.804,2.34827,18,2,0.957643,0.619761,0.726107,0.655091,0.0346,0.922825
153.914,179.893,2.20555,18,1,0.963326,0.480251,0.931674,0.937857,0.0086224,0.912226
30.9467,25.5344,0.409521,4,1,0.201922,0.51034,0.983349,0.985571,0.00244407,0.0916438
123.629,-72.9929,0.0752189,2,1,0.0613125,0.815121,1,0.993345,0.00122253,0
67.0548,150.187,0.822088,9,1,0.423571,0.539804,0.959466,0.968486,0.0042534,0.380039
35.5597,41.3638,0.104061,2,1,0.0644917,0.61975,1,0.991246,0.000564412,0
67.0509,172.69,0.804228,32,2,0.0838339,0.485027,0.678995,0.557328,0.0866379,0.992509
108.856,-154.732,1.34283,19,1,0.484387,0.560459,0.857098,0.806864,0.0215093,0.88127
100.879,91.8682,1.11285,25,2,0.312835,0.373825,0.814987,0.875287,0.0240014,0.930533
61.0543,141.307,1.23315,31,2,0.521351,0.655943,0.75579,0.848889,0.0185527,0.85937
78.2169,-114.172,0.550993,14,1,0.157386,0.517989,0.871583,0.706724,0.048721,0.920004
17.0506,174.97,2.12576,27,1,0.627217,0.356048,0.907659,0.886663,0.0146313,0.894324
61.9586,-102.021,0.650836,8,1,0.21439,0.4208,0.872836,0.856576,0.0320953,0.803219
39.5662,31.5588,1.28091,16,1,0.535792,0.45828,0.944163,0.9509,0.0107254,0.54908
125.475,-40.2234,1.80869,27,1,0.339098,0.258955,0.798442,0.901074,0.00742198,0.848907
42.8493,69.0746,0.90891,16,1,0.310796,0.527292,0.702297,0.853922,0.0173944,0.886748
14.3549,-113.234,0.682167,14,1,0.34086,0.62095,0.881692,0.872763,0.0289403,0.924261
31.7343,-16.0042,0.618137,21,2,0.136949,0.433005,0.810453,0.768337,0.0231021,0.942591
43.1988,75.2114,0.24244,5,1,0.132109,0.558295,1,0.959685,0.0157486,0.410279
25.7051,100.112,0.34698,9,1,0.111382,0.395803,0.883563,0.938493,0.0152276,0.615929
155.492,6.83712,0.479439,7,1,0.214525,0.485816,0.986594,0.922002,0.003122,0.942129
130.633,-77.0963,0.626569,14,1,0.335712,0.656517,0.899661,0.92122,0.00550599,0.646836
29.8567,160.21,0.485342,9,1,0.240063,0.715216,0.779853,0.903689,0.0262185,0.638212
108.655,176.717,1.09346,12,1,0.453202,0.44712,0.934022,0.960676,0.00899597,0.436483
88.4861,-163.403,0.55169,13,1,0.381305,0.802557,0.952618,0.916013,0.0192948,0.891956
39.282,75.0529,0.362359,28,1,0.11376,0.895971,0.952738,0.0236481,0.0200165,0.998861
29.7197,-127.28,0.348211,11,1,0.0757563,0.562014,0.793076,0.691572,0.136166,0.985303
113.795,-149.831,1.40666,23,2,0.672515,0.565948,0.894064,0.928729,0.00903489,0.669683
3.50665,67.3292,1.57192,19,1,0.719241,0.783007,0.868958,0.576682,0.0211853,0.96936
33.8484,-54.3119,0.474473,9,1,0.182569,0.471604,0.828684,0.939522,0.00741314,0.590851
94.4457,138.272,1.1046,9,1,0.640893,0.611354,0.984306,0.93077,0.0172375,0.677042
105.332,-151.594,1.31792,24,1,0.601457,0.566188,0.887956,0.867942,0.00633175,0.891908
103.404,140.001,0.396138,4,1,0.315714,0.837833,0.951239,0.981966,0.00550656,0.197378
127.168,144.953,0.432316,8,1,0.19012,0.661627,0.701693,0.927263,0.0171028,0.49208
74.4278,0.619996,1.06523,24,2,0.286841,0.505315,0.758743,0.794101,0.0632169,0.977286
130.198,39.1255,0.354842,7,1,0.255951,0.804283,0.956208,0.90971,0.00944718,0.932451
150.652,-139.765,0.719751,8,1,0.557605,0.795047,0.986247,0.972854,0.00211539,0.634835
76.3187,155.995,0.34618,2,1,0.305368,0.882108,1,0.995425,0.00101436,0
110.753,88.1307,1.16454,23,2,0.335209,0.472871,0.723246,0.789848,0.0395025,0.951918
48.7926,-109.971,1.08585,13,1,0.431619,0.464263,0.950364,0.926511,0.0151202,0.738866
127.563,34.2077,0.0401454,5,1,0.0105413,0.616011,1,0,0,0.997938
157.213,46.8994,0.96156,22,1,0.546276,0.66606,0.98762,0.789794,0.0127595,0.980625
44.0985,97.957,0.682842,10,1,0.385561,0.690962,0.937225,0.896468,0.0459112,0.682185
35.41,33.7036,0.34857,5,1,0.154359,0.886593,0.653673,0.925926,0.00510578,0.434874
109.458,-108.515,1.1275,22,3,0.312379,0.512616,0.586952,0.838583,0.0113197,0.836012
125.642,-41.4372,0.931245,23,2,0.291722,0.450732,0.914464,0.787983,0.0315232,0.92334
151.949,143.308,0.474711,12,1,0.207623,0.512805,1,0.718841,0.0787313,0.978152
140.083,-119.107,0.306755,2,1,0.244961,0.798558,1,0.992981,0.00121518,0
117.913,-123.808,0.746937,21,1,0.210771,0.381172,0.908805,0.733178,0.050469,0.98265
1.5473,169.311,0.963891,11,1,0.462695,0.530416,0.97716,0.77571,0.0344849,0.809069
57.7879,-118.474,1.09199,34,2,0.237849,0.347179,0.834008,0.689208,0.0400522,0.992437
151.487,-68.2138,1.05827,13,1,0.578664,0.624135,0.931551,0.916924,0.000962723,0.954817
131.151,122.119,0.453865,5,1,0.282743,0.707905,0.880016,0.974524,0.00645298,0.271323
119.904,-4.11131,0.868485,16,2,0.350413,0.720506,0.612661,0.902046,0.0109907,0.619394
112.93,-111.127,1.09991,27,1,0.699513,0.830797,0.902167,0.699769,0.0400682,0.973381
28.9403,-20.7723,0.659732,9,1,0.206764,0.529024,0.680682,0.865734,0.0334363,0.808482
150.591,-139.96,0.400959,11,1,0.297071,0.932151,0.97967,0.814971,0.0189266,0.976298
101.662,-19.1226,0.707646,13,1,0.229349,0.646681,0.601622,0.745354,0.0854857,0.984369
31.4925,105.626,1.65671,22,1,0.521134,0.344623,0.95739,0.940144,0.00413378,0.725859
5.94227,14.0422,2.79003,37,5,0.721031,0.484747,0.652065,0.528315,0.0687647,0.977621
62.8741,-7.86878,0.764148,8,1,0.580367,0.765637,0.991979,0.985695,0.00264379,0.160981
32.8143,-87.6333,1.3,30,2,0.634552,0.63953,0.850309,0.839114,0.0238633,0.989959
159.232,179.591,1.20704,18,1,0.34973,0.335671,0.929068,0.916652,0.00544044,0.905927
78.6778,113.199,0.33517,3,1,0.194264,0.579598,1,0.982554,0.000337292,0.135357
24.0179,-91.025,1.15089,12,1,0.765394,0.714841,0.948028,0.970388,0.00383713,0.375544
26.587,-33.9099,0.473765,10,1,0.276342,0.745299,0.823046,0.898105,0.0226759,0.965924
89.2497,21.9653,0.229037,11,1,0.0795513,0.438482,0.969059,0.676856,0.070624,0.9586
39.2063,166.561,0.164241,7,1,0.0907555,0.851139,0.831353,0.787647,0.028416,0.977606
80.3829,-177.281,0.237882,12,1,0.0754655,0.397452,0.91637,0.829861,0.0150362,0.959505
95.8165,157.805,0.425537,25,1,0.101092,0.404655,0.875255,0.481515,0.102517,0.99568
109.378,88.9864,0.139384,11,1,0.0514758,0.688807,0.920683,0.423606,0.107531,0.958476
36.4757,-178.495,0.683371,6,1,0.51024,0.796195,1,0.922623,0.01379,0.938228
106.622,-145.771,0.740352,10,1,0.385682,0.573699,0.945209,0.936188,0.0118886,0.724368
74.6281,102.441,0.270394,4,1,0.235687,0.916114,1,0.961599,0.0103528,0.397183
120.927,-48.5911,1.42757,27,1,0.585488,0.55992,0.913239,0.862744,0.0100168,0.955246
41.3285,-81.7139,0.35642,8,1,0.303281,0.92161,1,0.8573,0.0265139,0.925304
115.35,-11.0037,0.210707,14,1,0.103555,0.807853,0.862338,0.646822,0.0162591,0.985343
102.003,47.7173,0.210629,4,1,0.116497,0.553089,1,0.985134,0.000850736,0.0825687
137.509,66.4639,0.972359,23,1,0.261106,0.34491,0.897661,0.788829,0.03211,0.993044
48.4782,145.287,1.20492,16,1,0.689967,0.782216,0.865587,0.898473,0.0305574,0.684418
114.427,-103.533,0.92893,10,1,0.547062,0.647498,0.95462,0.935145,0.010283,0.897436
25.491,75.6441,0.435094,4,1,0.354822,0.815506,1,0.992196,0.000335827,0.0585812
67.4121,51.5605,0.359684,8,1,0.247101,0.726567,0.969045,0.935209,0.0077669,0.952933
160.783,35.8586,1.11244,21,2,0.508578,0.649076,0.84475,0.857811,0.037856,0.93575
41.0662,-108.563,0.545654,18,1,0.166112,0.438986,0.882083,0.690811,0.012665,0.991062
63.0237,33.7282,1.48628,26,2,0.604651,0.577144,0.966503,0.801515,0.0325607,0.958986
37.747,88.6378,1.03404,25,2,0.334131,0.599475,0.714436,0.779703,0.0293509,0.97642
45.9987,-62.972,0.75687,8,1,0.328374,0.754261,0.862045,0.87146,0.0273262,0.367309
