Th,Ph,E,NrHits,NrBumps,E1,E1E9,E9E25,Z20,Z53,LatMom
98.6274,74.4805,2.41658,17,1,1.98976,0.847037,0.984605,0.979567,0.00144678,0.265119
109.951,-87.4666,3.75518,29,1,2.91002,0.819302,0.958017,0.971229,0.00231595,0.613516
53.3163,102.125,1.24164,14,1,1.03945,0.870983,0.96562,0.982933,0.00194929,0.235028
51.102,59.6684,2.37876,18,1,1.08048,0.472329,0.973982,0.968044,0.00358693,0.327315
2.39355,-109.092,2.78928,15,1,1.72845,0.726871,0.940718,0.886751,0.00202762,0.634948
87.3357,148.869,2.84743,18,1,2.22256,0.806089,0.98468,0.976409,0.00536953,0.294693
47.2213,176.534,1.72387,18,1,1.45184,0.876789,0.970529,0.983487,0.00362566,0.239603
64.1433,14.7872,4.3176,24,1,3.39859,0.826989,0.960178,0.977223,0.00162852,0.633813
82.8867,-142.007,1.19454,10,1,0.562737,0.47557,0.99058,0.98056,0.000139806,0.158468
119.754,-106.249,1.53145,21,1,0.658185,0.461714,0.944386,0.963926,0.00365354,0.35279
131.316,101.583,1.72452,15,1,1.29021,0.772619,0.984217,0.975439,0.00387593,0.312174
159.361,127.991,2.57161,19,1,1.17832,0.483501,0.959203,0.96338,0.00119214,0.638928
62.3256,178.985,2.73843,20,1,2.14774,0.810264,0.976887,0.977125,0.00213433,0.359544
125.97,103.314,1.53168,15,1,0.635759,0.436569,0.964601,0.967331,0.00304387,0.796077
74.4527,-144.27,4.52319,25,1,2.52159,0.582126,0.969352,0.972283,0.00300075,0.272697
45.1103,-88.0185,3.37928,25,1,1.90065,0.588231,0.97167,0.964092,0.000867557,0.837254
45.9567,-131.79,3.12154,26,1,2.47566,0.836176,0.961564,0.968767,0.00135666,0.937044
33.4507,81.8371,2.31733,14,1,1.89015,0.831626,0.983758,0.986191,0.00228281,0.192439
83.3034,-109.376,2.04317,18,1,1.73133,0.879111,0.972799,0.981337,0.000934213,0.635113
117.499,179.713,1.75936,17,1,0.96374,0.574524,0.963516,0.968931,0.00225221,0.327474
4.5614,38.1666,1.31404,11,2,0.494053,0.730452,0.578369,0.837535,0.0120037,0.732721
86.5522,97.9768,2.72419,13,1,1.20377,0.457159,0.973519,0.974263,0.00355963,0.230103
137.6,176.871,3.17251,23,1,2.2194,0.737314,0.957779,0.974253,0.00281473,0.32577
115.634,-105.083,3.5042,21,1,2.90294,0.848495,0.984447,0.980003,0.00120583,0.877123
105.743,178.033,4.94505,23,1,3.88104,0.815101,0.966307,0.980616,0.00141969,0.260633
157.677,172.911,4.90729,32,1,3.188,0.703721,0.948477,0.961323,0.00123691,0.5778
119.195,-84.9706,4.04061,19,1,3.11564,0.795309,0.975184,0.979897,0.000225461,0.242303
39.457,10.4861,2.93036,21,1,2.0565,0.735869,0.970494,0.967578,0.00197604,0.867031
131.765,95.2402,2.86256,22,1,2.18269,0.797172,0.980663,0.968524,0.00247663,0.858539
154.922,42.7173,2.16762,17,1,0.817843,0.394605,0.963827,0.964335,0.00409182,0.423161
138.934,-101.742,4.16727,19,1,3.06261,0.748858,0.98788,0.976694,0.000995112,0.330696
104.73,-103.455,1.26656,13,1,0.963419,0.785847,0.981666,0.972235,0.00256654,0.395243
3.38426,-44.2155,4.1364,17,1,1.88006,0.839513,0.616947,0.872731,0.0111992,0.737813
136.971,72.643,1.05421,14,1,0.886142,0.876143,0.980671,0.978116,0.00568767,0.291885
74.7026,-90.1531,3.93656,19,1,2.78447,0.73031,0.980223,0.977366,0.00278448,0.23934
137.507,-118.051,3.69788,21,1,2.98539,0.835813,0.967362,0.983289,0.00126391,0.855136
10.0077,-40.6524,4.38624,26,1,2.85659,0.676558,0.974211,0.968704,0.00297203,0.862526
73.9018,-86.9388,4.9619,26,1,2.97185,0.631335,0.966891,0.970533,0.00229481,0.328214
67.8802,50.246,2.58371,18,1,1.90598,0.757973,0.977522,0.982063,0.000470259,0.190953
117.177,-176.329,3.89129,26,1,2.34793,0.642207,0.956191,0.96639,0.00105008,0.389903
73.068,172.768,2.97747,17,1,2.08175,0.727611,0.966664,0.976617,0.00279965,0.271012
76.3823,-33.502,2.64428,20,1,2.03446,0.801107,0.976695,0.972323,0.000372323,0.326404
153.411,96.7106,3.7623,21,1,1.7031,0.49288,0.931689,0.968379,0.00283862,0.58873
51.2118,-134.363,3.557,29,1,1.98786,0.611314,0.939996,0.961634,0.00156521,0.6526
66.8689,74.2546,4.03795,23,1,3.08823,0.794383,0.969122,0.978909,0.00271978,0.264578
154.348,80.0307,3.11913,20,1,1.89306,0.64663,0.945324,0.966106,0.00213589,0.435204
162.192,10.0863,0.380775,3,1,0.358019,0.979462,0.959954,0.991573,0.002703,0.0292976
47.2629,-82.2578,3.46406,26,1,2.91092,0.883996,0.967571,0.973586,0.00235508,0.86445
40.815,117.459,1.48005,13,1,1.08757,0.755474,0.97637,0.979376,0.00481639,0.272628
41.3832,-117.743,4.80509,26,1,3.87035,0.835885,0.974494,0.980227,0.00196489,0.786921
102.476,-97.1888,2.26819,21,1,1.38179,0.661655,0.937537,0.957829,0.00436185,0.783694
41.0762,-9.97063,4.86158,30,1,4.114,0.881596,0.973639,0.973328,0.00157223,0.9242
4.55628,0.13462,3.59655,21,2,1.75773,0.832481,0.59429,0.86429,0.00327351,0.663688
83.0227,41.2121,1.26817,14,1,1.04655,0.852705,0.972059,0.98481,0.00174191,0.216484
36.3554,-105.497,4.05019,25,1,2.94033,0.754855,0.971503,0.975789,0.00247896,0.791627
133.548,-9.63905,1.66451,13,1,1.30773,0.80476,0.97626,0.985156,0.000567122,0.197248
4.96584,-150.939,3.32485,16,1,1.46375,0.760795,0.585127,0.856246,0.0109096,0.712119
69.755,-65.3561,3.25327,24,1,1.86666,0.603938,0.955326,0.969505,0.000356651,0.365919
58.0489,92.3057,2.35075,23,1,1.41488,0.63887,0.963004,0.962453,0.00274872,0.867786
154.238,28.3669,4.06388,27,1,1.31398,0.368404,0.903983,0.951882,0.00153681,0.584669
124.895,146.856,1.60187,15,1,1.22004,0.791612,0.971228,0.978826,0.000640237,0.252972
92.1785,-5.26713,4.27526,28,1,3.34641,0.82999,0.958418,0.96897,0.00123002,0.378971
109.039,122.253,3.66639,23,1,2.85138,0.817451,0.959539,0.97586,0.000522476,0.306249
88.4775,-99.6252,1.45829,13,1,0.999829,0.718275,0.967987,0.965767,0.00136482,0.51742
35.5256,-38.2361,2.73235,20,1,1.69165,0.646397,0.967682,0.972766,0.00027875,0.881726
85.2241,-133.402,2.62573,17,1,1.92529,0.760485,0.968771,0.979091,0.000324503,0.706311
4.12405,32.2896,4.85816,19,2,3.64971,0.90109,0.841742,0.905109,0.0153597,0.637309
71.6171,-113.791,5.00974,23,1,2.46686,0.512859,0.969431,0.975639,0.00143734,0.297373
68.1974,86.1255,3.33212,21,1,2.78895,0.874887,0.980392,0.975613,0.00385726,0.313577
86.4798,-68.5894,1.34395,15,1,0.970652,0.751765,0.97065,0.974344,0.00333,0.29589
151.059,136.634,1.48866,11,1,1.11017,0.762759,0.990749,0.97332,0.0043129,0.491701
50.1312,71.8061,2.75434,25,1,1.94421,0.741268,0.96287,0.971228,0.00109063,0.853469
70.5239,-131.124,4.15427,26,1,2.68784,0.688868,0.946194,0.970476,0.00133158,0.665794
85.6389,61.7962,3.29638,23,1,2.68224,0.861855,0.953945,0.970006,0.00137259,0.378999
138.715,178.367,4.21147,20,1,3.51655,0.859467,0.97709,0.984618,0.00142136,0.220154
123.977,-1.52994,4.83845,29,2,3.85051,0.839717,0.966452,0.974218,0.000928982,0.33373
107.622,-0.863148,2.73575,20,1,2.17533,0.840454,0.948172,0.979175,0.000320218,0.262673
93.7221,106.06,2.50951,18,1,1.78,0.73686,0.971684,0.974548,0.00246637,0.450835
75.0374,-177.509,1.69673,17,1,1.3551,0.829142,0.9733,0.975579,0.00299742,0.905202
121.785,-119.295,1.56371,14,1,1.09857,0.726481,0.976885,0.978124,0.000848716,0.226697
111.281,132.724,1.62247,17,1,1.1279,0.727687,0.970834,0.972605,0.000717582,0.324066
91.2369,-53.3589,1.6635,18,1,0.953052,0.607187,0.959598,0.957424,0.00470869,0.493128
85.4489,0.0498738,3.97745,25,1,2.8209,0.745496,0.971233,0.964988,0.00376156,0.396654
37.0495,2.64818,3.17411,17,1,2.67642,0.867508,0.976046,0.985998,0.00093764,0.187922
67.038,169.504,4.76396,29,1,3.70305,0.811078,0.966671,0.976291,0.00203831,0.723783
102.94,134.001,1.05138,15,1,0.786764,0.79385,0.952069,0.974902,0.00475535,0.319982
72.1481,-145.321,2.72314,18,1,2.24206,0.848476,0.983637,0.977568,0.000413278,0.841882
100.511,-106.317,2.96829,18,1,1.44313,0.5014,0.978908,0.971325,0.00333075,0.568209
61.254,23.803,4.63832,29,1,3.48227,0.790956,0.965687,0.970755,0.00136806,0.880409
42.5477,-74.0189,3.15245,21,1,2.43156,0.799338,0.983126,0.972404,0.00505499,0.898565
116.121,-114.369,2.07449,17,1,1.64476,0.819265,0.980287,0.975264,0.00157687,0.556878
128.645,-74.6838,2.22033,16,1,1.38148,0.639712,0.984249,0.975905,0.00148399,0.252397
41.1403,162.688,2.53195,16,1,2.06269,0.837934,0.974392,0.984558,0.000621253,0.219896
36.9774,57.2043,1.59738,13,1,1.36084,0.904841,0.955618,0.967414,0.00242039,0.945515
13.3714,-178.541,1.54232,13,1,1.29784,0.863829,0.978093,0.983912,0.00117702,0.213398
14.6211,-150.878,2.55625,20,1,2.01722,0.825689,0.967443,0.9755,0.000517022,0.324459
29.5371,168.276,3.06974,23,1,2.13876,0.735644,0.960744,0.968079,0.00215643,0.874688
101.473,178.261,1.50624,16,1,1.20449,0.825717,0.981357,0.977301,0.00501219,0.29613
122.959,-60.0345,3.34056,24,1,2.30978,0.725474,0.962801,0.972323,0.00174618,0.587812
132.454,109.339,3.54537,23,1,2.75802,0.815494,0.962609,0.976969,0.00213418,0.368017
98.3232,-75.8236,4.09276,21,1,3.25191,0.817127,0.977598,0.980973,0.00132825,0.833628
56.4123,9.48051,1.99978,15,1,1.46167,0.749839,0.981585,0.981062,0.00138252,0.229866
46.5699,-151.518,2.43462,21,1,1.29717,0.559869,0.965362,0.967467,0.00231349,0.43042
95.8112,129.387,1.2081,9,1,0.857538,0.72857,0.97899,0.978605,0.00371868,0.237116
140.049,-110.18,3.52231,12,1,3.01317,0.871886,0.985036,0.987444,0.00217241,0.221653
11.8791,120.007,3.02622,19,1,2.33529,0.799845,0.964793,0.980668,0.000851839,0.229344
123.951,-64.233,3.21527,22,1,2.4963,0.813536,0.969698,0.974691,0.00109792,0.684676
134.717,169.935,1.48405,14,1,0.901191,0.637216,0.956393,0.974031,0.000319335,0.247822
119.697,-103.814,4.53693,21,1,3.06857,0.693963,0.979955,0.97938,0.00282483,0.213053
140.015,54.7575,2.51604,11,1,2.28635,0.922487,0.987235,0.991155,0.00183809,0.124038
157.146,-99.333,2.1916,21,1,1.34614,0.676452,0.923473,0.96579,0.00109818,0.696292
90.6653,75.6424,4.78743,27,1,3.32616,0.733819,0.958923,0.970171,0.00333285,0.399571
6.57827,-159.521,2.26089,16,1,1.69695,0.947167,0.927229,0.87547,0.024518,0.72197
27.6456,46.6591,4.08421,30,1,2.90427,0.760597,0.957,0.96577,0.00111571,0.916647
74.2238,-18.8977,1.95224,20,1,1.44334,0.782834,0.971828,0.966609,0.00393673,0.398822
50.0039,-66.8323,4.76317,25,1,3.73386,0.8152,0.974433,0.978935,0.00189738,0.287775
57.1093,170.423,3.01466,23,1,2.33909,0.819402,0.956901,0.976721,0.000749326,0.307478
150.399,22.4919,3.54559,18,1,2.04494,0.589179,0.995884,0.968671,0.000511621,0.623947
92.8526,40.3701,2.20456,21,1,1.36361,0.64795,0.974452,0.969624,0.00482309,0.344226
80.0601,-151.266,2.99118,21,1,0.772649,0.277261,0.948661,0.959697,0.00255379,0.51597
94.0157,-145.946,3.31462,19,2,2.6671,0.831881,0.969001,0.981924,0.00162309,0.226676
24.3465,-128.044,2.88903,22,1,1.98285,0.726515,0.964228,0.963393,0.0013046,0.905778
32.2378,-165.226,3.98389,22,1,2.94614,0.768149,0.972491,0.976091,0.00216076,0.835542
149.643,68.3945,0.0896033,2,1,0.0817796,0.912685,1,0.994295,0.00171472,0
134.901,86.3506,3.43932,16,1,2.098,0.624678,0.978292,0.977036,0.00099936,0.236878
45.6147,-127.112,3.60787,16,1,2.921,0.827064,0.983481,0.985562,0.00092118,0.197146
101.112,169.393,3.99446,29,1,3.21424,0.853229,0.964151,0.966317,0.00651699,0.706106
126.788,113.95,1.39019,12,1,1.08029,0.806695,0.963292,0.982634,0.000914501,0.233641
74.0669,1.47074,4.01511,27,1,2.34344,0.680763,0.900751,0.943824,0.0101423,0.535864
62.73,-166.104,1.97392,16,1,1.49098,0.795317,0.964459,0.964395,0.00134908,0.411748
25.4424,-14.8189,3.01691,21,1,2.31455,0.810388,0.967876,0.961482,0.000730005,0.913967
6.2945,-120.264,4.35298,20,1,3.49138,0.834704,0.973345,0.975817,0.000714911,0.663066
113.213,-109.991,2.74445,27,1,1.9676,0.767498,0.952456,0.959547,0.00239999,0.455469
87.9092,-21.2711,3.09064,21,1,2.5115,0.850881,0.971263,0.974002,0.00242087,0.345433
57.6386,-96.4182,3.78905,22,1,2.84694,0.77348,0.986044,0.974874,0.00126946,0.832967
17.0512,2.56111,4.27262,27,1,2.85976,0.709358,0.95888,0.960258,0.00253565,0.438201
120.276,176.365,1.88285,16,1,1.53223,0.844988,0.971367,0.976825,0.00175304,0.846842
160.99,86.6058,3.06749,21,1,1.66883,0.566792,0.972452,0.967577,0.00341107,0.669273
120.252,-8.06822,1.38181,14,1,1.11134,0.838718,0.981532,0.963177,0.00348205,0.870924
110.505,161.992,2.16654,18,2,0.899744,0.438668,0.946706,0.969624,0.00370007,0.326672
5.70276,166.335,1.20112,13,2,0.802638,0.74462,0.926873,0.838432,0.0133778,0.741176
127.808,-46.5087,1.34822,13,1,1.0191,0.782257,0.970127,0.980914,0.000509497,0.226688
120.892,172.005,1.48795,13,1,1.09493,0.768533,0.966912,0.976958,0.00569478,0.276044
69.9094,9.77538,1.81639,16,1,1.35035,0.78266,0.959605,0.972774,0.0027621,0.350127
91.8237,-161.649,1.97899,20,1,1.57965,0.841573,0.95601,0.977884,0.00245761,0.297173
160.498,-157.79,3.88621,18,1,3.09681,0.821282,0.977927,0.982368,0.00174306,0.384714
106.165,-124.114,1.111,17,1,0.364214,0.375775,0.901926,0.948597,0.00272921,0.529533
128.89,174.32,2.87191,18,1,2.35818,0.851679,0.965886,0.983783,0.00108422,0.238608
158.138,70.6497,2.20996,18,1,1.12766,0.5576,0.927812,0.96709,0.0027303,0.445044
86.9038,102.296,2.98125,21,1,2.16193,0.751366,0.974229,0.968046,0.000959013,0.7454
67.6401,37.5532,3.39237,21,1,1.89962,0.593574,0.956385,0.970212,0.00083422,0.328785
9.35873,91.6194,3.15767,23,1,2.46666,0.813792,0.967962,0.975917,0.000589545,0.523232
61.248,17.2421,2.62191,24,1,1.8253,0.735646,0.955451,0.969636,0.00320312,0.579939
5.44351,94.8244,4.29855,20,1,3.51749,0.842448,0.981871,0.979243,0.00148361,0.538645
159.458,103.435,4.28617,29,1,2.88189,0.722433,0.956467,0.960654,0.00305041,0.448001
6.0662,-3.1927,1.22349,11,1,0.868728,0.803282,0.940028,0.890766,0.010297,0.797686
125.044,-24.1007,1.524,15,1,1.16192,0.792107,0.965602,0.981429,0.00207293,0.253444
41.8033,144.842,2.06401,22,1,1.3707,0.701232,0.961629,0.968703,0.00244623,0.376853
155.227,-138.505,2.26492,21,1,1.29858,0.627602,0.930504,0.960557,0.00215223,0.497619
17.7628,-151.203,2.43884,20,1,1.95059,0.830054,0.97993,0.976327,0.00647951,0.288833
22.3025,-158.375,3.60236,33,1,2.9207,0.870606,0.985877,0.913406,0.00446403,0.959583
126.823,8.82123,2.92417,19,1,1.98175,0.708763,0.966885,0.974216,0.00352896,0.293003
161.634,-95.7609,3.64978,16,1,2.4767,0.70973,0.962625,0.975376,0.00189366,0.307394
14.7213,-109.19,1.89515,22,1,0.852063,0.482614,0.953021,0.932241,0.00975719,0.987403
139.248,-163.924,1.94869,13,1,1.19477,0.623104,0.993636,0.976304,0.00476408,0.254934
51.3303,33.8755,3.8255,17,1,2.73855,0.734022,0.977678,0.980212,0.000510084,0.247392
75.9271,-36.254,3.0905,19,1,1.40724,0.482228,0.953739,0.966729,0.00270188,0.375748
103.898,119.867,1.47791,14,1,1.12737,0.788233,0.980032,0.978755,0.00125,0.270341
43.6609,-37.3887,2.62667,18,1,2.04611,0.800898,0.980898,0.981111,0.00236506,0.232045
0.934675,-129.621,3.5597,17,1,2.81403,0.965153,0.873405,0.908667,0.00554319,0.771579
74.9085,-144.667,4.71621,25,1,3.55814,0.788867,0.964617,0.974925,0.00121288,0.657044
120.909,-132.754,3.40604,22,1,1.62926,0.502369,0.961622,0.970679,0.00200376,0.312237
131.374,37.1632,4.84445,28,1,3.27611,0.70749,0.966222,0.973796,0.00105349,0.29185
23.6934,-95.572,3.78837,25,1,3.11949,0.852515,0.979129,0.975843,0.00167276,0.894747
54.2485,56.8277,1.71213,20,1,1.20779,0.74156,0.974905,0.965126,0.00291078,0.906381
6.94049,18.6057,2.09982,17,1,1.42977,0.889649,0.788934,0.860484,0.0159282,0.804068
104.592,-105.171,3.67738,26,1,2.61291,0.743774,0.965109,0.9731,0.00186954,0.323331
83.0255,-5.36509,1.41667,10,1,1.14334,0.829223,0.981872,0.98536,0.0030093,0.17655
155.471,-127.63,3.95759,30,1,1.72446,0.470269,0.943074,0.948371,0.0054157,0.892437
132.533,-107.034,4.62342,24,1,3.70145,0.846285,0.951235,0.975928,0.00257571,0.320512
140,-55.9534,2.80917,11,1,2.43259,0.885319,0.978118,0.988255,0.00207351,0.145858
151.474,136.081,4.0175,22,1,1.97297,0.521188,0.954643,0.9645,0.00291549,0.567124
21.6583,-145.151,1.66722,16,1,1.4588,0.903629,0.979948,0.982907,0.00457517,0.23999
103.322,87.4206,1.69766,14,1,0.801613,0.485872,0.976867,0.977447,0.00295975,0.20309
33.1124,-131.308,4.13813,23,1,2.33336,0.584943,0.9755,0.969143,0.000996167,0.90817
159.5,-27.6035,4.11466,20,1,2.87954,0.73884,0.96056,0.97077,0.00304072,0.851934
60.0566,132.362,3.08448,21,1,1.35631,0.466635,0.95719,0.965419,0.00297424,0.375213
78.2551,179.468,1.53858,20,1,0.619689,0.427747,0.954748,0.966037,0.00293678,0.38291
78.5132,26.3413,4.0565,22,1,2.65112,0.680012,0.971592,0.974964,0.00195423,0.279494
119.776,162.991,2.81585,17,1,2.32507,0.852512,0.974886,0.981206,0.00312503,0.503624
119.812,98.5896,4.50439,27,1,3.01984,0.719099,0.949431,0.966259,0.00170165,0.368959
103.765,-117.821,2.89274,19,1,2.22439,0.801618,0.962173,0.976112,0.00283296,0.307182
81.9801,-178.205,1.32083,14,1,0.578536,0.450903,0.985246,0.968802,0.0022888,0.36683
49.7909,63.7957,1.24372,12,1,0.915232,0.755192,0.991149,0.973987,0.00143803,0.8787
63.6728,78.8057,3.75342,18,1,1.88825,0.522865,0.970207,0.967615,0.000962229,0.356882
79.7536,-166.983,2.74417,24,1,1.61709,0.622846,0.965696,0.957047,0.00338789,0.774066
37.3897,147.087,1.3434,14,1,1.15081,0.901905,0.956975,0.977569,0.00177351,0.886503
95.8682,5.67846,3.83707,27,1,2.5976,0.710195,0.973443,0.970208,0.00111221,0.343067
24.6173,-119.653,2.21058,20,1,1.62159,0.764947,0.96796,0.978351,0.00117962,0.788558
8.54557,97.5462,1.27949,14,1,0.921923,0.749803,0.972663,0.968116,0.00334518,0.337624
63.1729,143.635,3.93508,21,1,2.47687,0.657567,0.964579,0.973731,0.000449975,0.315352
123.095,-73.0506,1.92458,13,1,1.51305,0.798918,0.984048,0.986185,0.00088885,0.176868
131.222,-105.797,1.5193,15,1,1.07628,0.736593,0.978762,0.972738,0.00595542,0.335965
97.7386,-173.169,4.54144,29,1,1.91334,0.445587,0.958217,0.962336,0.00274119,0.381497
90.0755,12.9528,2.66355,25,1,1.95474,0.770487,0.972686,0.971401,0.00145009,0.31614
16.024,-39.5867,3.43984,23,1,1.88965,0.584312,0.95004,0.962774,0.00295182,0.400498
123.519,4.28282,1.43277,15,1,0.924288,0.669809,0.968028,0.979135,0.00233263,0.210823
130.574,87.5065,2.23769,15,1,1.09881,0.503427,0.9781,0.975699,0.0021871,0.234125
43.3974,51.1669,4.67884,26,1,1.43506,0.32325,0.962065,0.965958,0.00123532,0.636173
89.3952,-41.1755,1.5204,13,1,0.938268,0.639397,0.965156,0.977798,0.00118053,0.250863
127.669,-167.479,4.7268,22,1,3.77006,0.821636,0.978788,0.980919,0.00176112,0.242038
94.2594,37.1029,1.20364,19,1,0.961901,0.863541,0.957738,0.956193,0.00481567,0.894787
87.0387,69.4437,2.61565,19,1,1.38267,0.553997,0.964407,0.96985,0.00277861,0.336081
129.649,-171.734,1.77136,14,1,0.707111,0.420496,0.968014,0.953197,0.00896646,0.948757
40.8612,164.066,4.13493,30,1,2.64945,0.678822,0.960512,0.967225,0.00350737,0.363677
98.3446,11.2664,3.80452,20,1,3.01244,0.81689,0.978296,0.977254,0.00158117,0.27321
97.4437,-78.567,1.37006,15,1,1.01904,0.779426,0.957921,0.975597,0.00345708,0.312131
88.872,125.184,4.37442,28,1,2.13492,0.521225,0.952229,0.964834,0.00120001,0.388687
150.471,-14.212,1.85155,10,1,1.73574,0.965294,0.983103,0.982349,0.0014701,0.521246
98.8166,-105.891,3.03019,18,1,2.39784,0.812062,0.978598,0.980245,0.000563426,0.239087
38.3365,-67.7577,2.69697,17,1,1.42279,0.553297,0.958498,0.978727,0.00139149,0.202006
119.104,-58.2239,2.77241,20,1,1.7087,0.644175,0.97201,0.971715,0.00401643,0.308284
81.1291,-109.889,3.50775,27,1,2.80837,0.846638,0.971848,0.967259,0.00112153,0.426802
150.099,-134.993,0.320965,1,1,0.320965,1,1,1,4.7228e-47,0
123.077,-1.71913,1.83008,15,1,1.36699,0.786571,0.957239,0.975742,0.00235773,0.289498
65.9786,-71.7667,4.69163,28,1,3.29027,0.735197,0.965424,0.974306,0.00183542,0.665378
74.73,175.873,1.89773,16,1,1.54777,0.837544,0.979271,0.979612,0.000776245,0.269258
70.6315,-178.153,2.45194,18,1,1.24201,0.519815,0.980566,0.978195,0.000363101,0.189922
135.873,121.086,3.46792,16,1,1.68143,0.494639,0.98473,0.979589,0.00108149,0.178398
15.1759,-152.192,3.76006,25,1,3.04745,0.845355,0.973035,0.97642,0.00162232,0.31596
151.321,129.288,2.23271,17,1,1.2859,0.598648,0.984509,0.957338,0.00360555,0.736094
100.565,-177.265,3.01184,21,1,2.32816,0.809006,0.970725,0.976613,0.00197496,0.304158
60.2584,-81.9297,4.86772,34,1,3.60938,0.783003,0.96894,0.965614,0.000885644,0.929242
102.615,-14.0788,1.82615,17,1,0.745618,0.437456,0.946265,0.966152,0.00436887,0.356864
139.192,122.112,3.8602,15,1,2.88801,0.757961,0.994193,0.983749,0.00172211,0.209351
123.398,121.231,2.31544,22,1,1.75962,0.801611,0.963488,0.971735,0.00392271,0.501268
149.87,55.5232,0.0818951,2,1,0.0713004,0.870631,1,0.995483,0.000929939,0
127.251,64.9816,2.39115,14,1,1.29211,0.55575,0.977086,0.978098,0.00162851,0.200813
125.149,-115.599,3.34035,18,1,2.60011,0.807358,0.974052,0.977375,0.00231808,0.632048
115.324,92.8974,1.60549,15,1,1.30574,0.846782,0.968643,0.979771,0.00315325,0.261675
37.9113,134.722,3.30363,23,1,1.03892,0.337533,0.952263,0.958466,0.00366571,0.934556
128.761,105.317,1.87937,15,1,1.07327,0.595002,0.97638,0.973541,0.000646879,0.260661
92.7401,34.5321,3.35244,23,1,2.70886,0.840021,0.96921,0.977883,0.000517469,0.858492
128.302,47.7537,1.01093,10,1,0.655313,0.673573,0.975687,0.975049,0.00231425,0.664867
67.8787,-87.9216,2.40245,18,1,1.62406,0.704771,0.96911,0.974288,0.00128569,0.325079
9.61028,14.5427,4.42018,20,2,3.03797,0.80491,0.860748,0.888651,0.0149271,0.682035
110.012,-67.4576,2.93423,21,1,2.04069,0.727025,0.969834,0.973075,0.00196557,0.639864
159.436,3.77555,4.41147,28,1,2.26868,0.552075,0.955087,0.963498,0.00075228,0.627586
67.6967,-141.544,1.7447,9,1,0.988072,0.571696,0.99061,0.9825,0.0016783,0.155013
154.362,-101.195,2.4383,20,1,1.35145,0.596664,0.941764,0.962137,0.00118921,0.696303
35.742,-175.105,3.56656,26,1,2.82087,0.825627,0.976981,0.971044,0.0017424,0.925241
65.0903,133.757,1.59493,13,1,1.2676,0.814928,0.980927,0.982407,0.0031465,0.249379
149.675,68.7173,0.560911,4,1,0.536147,0.987435,0.978314,0.991189,0.00462418,0.0887877
128.531,-166.882,4.18758,23,1,2.75531,0.685831,0.968394,0.973733,0.000679071,0.591839
149.265,-119.778,1.23668,12,1,1.10366,0.947564,1,0.92762,0.00462509,0.824902
30.0305,32.0581,4.58911,30,1,3.00901,0.689296,0.970636,0.96672,0.000594296,0.91005
62.8643,-111.541,2.41932,18,1,1.98156,0.854829,0.96372,0.97902,0.00235931,0.292861
61.5898,10.9266,1.30414,15,1,0.438354,0.352917,0.973599,0.950283,0.00731537,0.555573
73.3523,-54.9124,3.12385,20,1,2.1012,0.712149,0.946116,0.973031,0.00108722,0.330226
107.556,68.1132,2.94689,21,1,2.41076,0.847264,0.978302,0.977701,0.00126901,0.30312
57.6529,-82.4303,1.25926,11,1,0.872108,0.717277,0.973098,0.980777,0.0040136,0.217015
13.0377,-169.567,4.77098,25,1,3.94688,0.857873,0.971068,0.978579,0.00213207,0.296547
20.8295,68.3308,1.07441,12,1,0.936707,0.917008,0.976902,0.970232,0.00129196,0.366689
136.951,28.6347,3.33203,25,1,2.13888,0.671553,0.968749,0.971242,0.00189197,0.309909
62.9223,3.96509,3.22288,25,1,1.32304,0.431984,0.966028,0.962247,0.00200708,0.955127
96.8507,165.662,1.87265,14,1,1.2549,0.688698,0.976604,0.979714,0.00184885,0.217552
33.249,-7.28788,3.94608,27,1,2.4747,0.658824,0.9672,0.969176,0.00139312,0.857773
77.6502,41.9472,1.29762,11,1,0.792827,0.637581,0.95829,0.977209,0.003412,0.262191
110.731,-142.37,2.2397,20,1,1.23984,0.580586,0.969262,0.961165,0.00249657,0.443846
115.489,18.8096,4.19328,23,1,3.4752,0.856981,0.972986,0.982021,0.00167523,0.569846
110.427,108.129,4.40303,34,1,3.02228,0.733919,0.956957,0.957054,0.00327115,0.457754
50.187,-122.103,4.83539,21,1,3.65823,0.782431,0.971152,0.981997,0.0014371,0.683588
67.2291,52.0478,4.39814,20,1,3.25509,0.762483,0.976333,0.980263,0.00225702,0.326658
92.1021,101.388,1.22204,8,1,1.02659,0.84814,0.990473,0.988869,0.000521255,0.102404
70.7547,71.1354,2.05505,22,1,1.49238,0.774672,0.950107,0.970343,0.00140438,0.341843
48.1575,49.7496,4.52367,34,1,3.25133,0.758339,0.968867,0.967727,0.00201003,0.639227
46.7985,-145.45,3.06905,27,1,2.46186,0.84275,0.980924,0.964679,0.00411899,0.885567
78.8777,-136.317,3.49394,28,1,2.80488,0.86215,0.943522,0.971334,0.00220641,0.36889
39.1938,-121.928,4.80516,33,1,2.2295,0.494075,0.959824,0.960593,0.00160251,0.900762
137.494,56.2957,1.94664,15,1,1.40459,0.748269,0.976762,0.974777,0.0017217,0.302551
122.009,-125.762,2.75234,23,1,2.26762,0.866967,0.959654,0.976339,0.00128966,0.320328
126.617,129.076,2.28771,23,1,1.68223,0.771629,0.967451,0.973141,0.00200747,0.326283
